1|Halo Kamu|Aku Punya Sesuatu Nih|Scroll ke bawah ya|Kamu SYG Engga Sama Aku? 🤭❤️|SYG|GA|Wewww|Seberapa syg nih?|Uhuuuyy|Makasi udh sayang sama aku |Skrg kamu kngn g?|Y|G|Hemmm|I LV U|Mencintaimu ibarat<br>Goreng ndog<br>Diceplok dadar|Jgn lupa balas ke WA ya!|.
1687859353355||||||||||||||||||.
1687859454573|Hay niull nya rafleii|For you|Scroll yaa ,ke bawah bukan ke atas|Kamu sayang ga sama aku ? 😊|Sayang|Engga|Aku juga sayang banget banget hhh 🥰|Seberapa sayang nih ❤️|Terbang dehhh||||||I love you uill ❤️|||.
1687859837095||||||||||||||||||.
1687859863732||||||||||||||||||.
1687859867141||||||||||||||||||.
1687860029128|Hay kamu💗|Aku ada sesuatu nih|Scrool di bawah yh|Kamu sayang aku gk? 🥺💖||||||||||||||.
1687860277081||||||||||||||||||.
1687860500464||||||||||||||||Kamu cantik,kamu doyan banget makan,kamu ceria,kamu selalu jadi semangatku setiap hari 😍😍||.
1687860287117|Hay kamu!|Aku ada sesuatu nih🤭|Geser|hahhahahha|Sayang |Engga|Huyyy|Seberapa sayang nih 😄❤️|Hahahahy|Makasih udah sayang sama aku|Tunggu|Kangen|Engga|Halo|Hey|Gaada yang bisa gantiin kamu tapi banyak yang bisa gantiin aku😌|Jangan lupa bales pesan ke WhatsApp ya|.
1687860302107|Hay kamu!|Aku ada sesuatu nih🤭|Scroll ke bawah ya|Kamu sayang gak sama aku?🤭❤️|Sayang |Engga|Yeayy! Aku juga sayang banget sama|Seberapa sayang nih 😄❤️|Yeayy! 🌟|Makasih udah sayang sama aku|Sekarang kamu kangen ngga sama aku|Kangen|Engga|HM.. aku juga kangen sama kamu|I love you🌟|Gaada yang bisa gantiin kamu tapi banyak yang bisa gantiin aku😌|Jangan lupa bales pesan ke WhatsApp ya|.
1687860444412|hayy chamuttt 🍫🐼|bearrr ada sesuatu buat cha nii 👻||chaa beruntung nggak punya bear?🐻|beruntung ||yeayyy!!  bearr jugaa beruntung bangett punya chamut💐🌹 | dari 1-100 seberapa beruntungg nii heheh? 🤣 kitaa tetep sama' kan,sampaii kapanpunn?🥺||maaciiii yaa udahh stay ama bearr sampaii sekarang 🙃👻|sekarang chaa kangen nggak sama bearr?🐻|||bearr jugaa kangenn bangett sama Chamuutt 🌹💐🚀|jangann pergiii ninggalin bearr yaa🥺|tetep stayy sampaii kapanpunn ama bearr, jangann pergiii oteyyyyy?🥺<br>sebesarr apapunn masalah besokk kitaa haruss tetep bareng' tauu😤<br>bearr nggak mauu kehilangan achaa<br>bearr jugaa yakin kalau chaa pun sama kek bearr🌚,stayy yaaa jangann kek people come and go,janjiiiii?? ✨☄️🌌🌠||.
1687861144070|||||Sayang ||||||Kamu benar mencintai aku engga |Benar ||Hmm... aku juga cinta banget sama kamu ||||.
1687861471830||||||||||||||||||.
1687860221499|Heey astrii eka putri binti papa agung🤭|Ada sesuatuu untuk adek nichh|Scroll terus yaaa||Sayang sekali|Sayang |||||Tetaplah selamanya bersama ku yaaa|Iyaaa |Iyaaayayayaa|Hmm, |Terakhir dehh❣️🤭|<br>“Jauh ataupun dekat, lama atau singkat. Jika takdirmu dan takdirku terikat, semoga segera bertemu di akad”|Loveeyouuu💕💕|.
1687861988396||||||||||||||||||.
1687857306182|Woii |Skrol ke bawah|Harus mau|Kmu bosen ga sama aku?|Ngga|Bosen|Yes,aku juga ga bosen sama kmu|Seberapa sayang sama aku?|Yes|Makasih udh syg sma aku|Kmu kngen ga sma aku|Ye|Kga|Aku kngen sma kmu|Lop yu|Terakir, <br>Pucek🖕🗿🙏|Balas ye|.
1687862176491|Halo cantik😘|Aku ada sesuatu ni🤭||Kamu ulang tahun ya?😊|Iya|Engga|Mau aku ucapin ndak?😊|Mau ndak?😊|Yeayy✨✨|Selamat ulang tahun bintang, semoga sukses selalu dan berbakti kepada orang tua 🥳🥳|Boleh ndak lagi sekali aku ucapin boleh?😊|Boleh||Yey boleh |Selamat ulang tahun bintang🥳|Semoga bintang sehat selalu dan diberi kesuksesan dan berbakti kepada orang tua <br><br><br>                     Terima kasih ||.
1687861981883|Lidia sayang❤️|Aku ada sesuatu ni🤭|Scrol ke bawa 😅|Kau bisa bantu saya?🤭❤️|Bisa|Tidak|Jaga kau pu hati untuk saya😹 |Seberapa sayang kamu ke aku?☺️|Yeayy✨✨|Makasi Uda sayang sama ku |Kau mau jadi sa PU pacar tdk😅|Mau|Tidak|Semoga saya bisa jadi yang terbaik😃|I love you ❤️|Ku ingin kau menjadi milikku entah bagaimana caranya ku ingin jalani hariku bersama mu dengan sepenuh hati <br><br>Takan hilang rasa cintaku❤️|Dear Lidya❤️✨✨|.
1687862465004|Assalamualaikum |Mantan yg bikin sy gagal move on|Scroll ko ke bawah |Ko mau maaf kan sy?😔|Suka|Tidak |Ko masih ad rasa suka mu sma sy kalau sy masih ad|Seberapa rsa suka mu?|Makasih ya |Makasih udah jawab walaupun sudah tdk ad rasa suka mu sama sya|Sekarang kamu sudah move on|Iya||Makasih |Jangan lupa jaga kesehatan |Kata terakhir sa blum move on😔|Jang ko lupa bls Chet ku|.
1687862972131|Haii Kamuu |Aku ada sesuatu nih 🤭|Scroll ke bawah ya |Kamu sayang ga sama aku? 🤭❤️|Sayang |Engga|Yeayy! Aku juga sayang sama kamu 🥰|Seberapa persen nih? |Yeaayy ✨|Makasih udah sayang sama aku 🥺|Sekarang kamu kangen engga sama aku??|Kangen |Engga|Hmm. Aku juga kangen sama kamu 🥺|I Love You ❤️|Terakhir deh. Mencintaimu serupa air laut, pasang surut akan selalu ada namun air laut, tidak pernah berubah rasa <3 ehehee |Jangan lupa balas pesan ke WhatsApp aku yaa !|.
1687862181213|Hai bajikk❤️|Bc utai kak padah ku🙈|Baca n pedak smpai abis au✨|Ayang sayang ngau bby ke ndak?🙈|Sayang|Endak|Enti ayang amat sayang ke bby🙈❤️|Seberapa besai kasih sayang ayang ngagai bby?|Terima kasih au lban udh syang ngau nyaga hati bby🥺❤️|I LOVE YOU CHUMIL CHUBBY BBY🙈❤️| Ehmm ayang👉👈🥺ayang lelengau ke bby ndak?🥺|Lelengau |Endak|Ayang🥺bby amat lelengau ke ayang auu🙈😭❤️|LOVE U IN EVERY UNIVERSE SAYANGGG🥺🙈❤️|Baka ke munyi pantun bby subak deh😂ayang nyak umpama aik milkshake🙈always manis bila dipandang🥰 n kepekatan rasa ayang bby ngagai ayang sentiasa ndak akan pudar🙈❤️anjaii❤️🙈|Anang klalu blushing tik udh maca lgi au n anang lupa untuk mesej bby tik udh maca legii🙈❤️|.
1687830160127||||Fatih kamu mau gak jadi pacar ku 💐💓|Mau||Yeay!!|Seberapa sayang aku||||||||||.
1687863474311||||||||||||||||||.
1687863687390||||||||||||||||||.
1687863595866||||Nggo man?|Nggo |Langa|Keleng ateku Kam |||||||||||.
1687863577025|||Aku suka samakamu|Mauga jadi pacarku|Mau|Ga|Aku sayang banget||||Gimana mauga jadi pacarku|Mau|Ga|Aku sayang banget ||Tapi bohong||.
1687863839448|Hay sayang dwik||Scroll ke bawah ya syang|||||||||||||||.
1687863875577|hy ayang 😊😊😊|aku minta maaf😭😭😭||di maafin gk|iyah|gk|yeayy, dimaafin|seberapa maafnya||makasih udah di maafin|iklas engak maafinya|iklas |ngak|makasih 😊|I love you 😘😘😘😘😘😘😘😘😘😘😘|terakhir den🙈<br>Terkadang aku bertanya-tanya seperti apa duniaku<br><br>jika aku tidak memiliki seseorang seperti kamu dalam hidupku..😘😘😘😘||.
1687864239813|Hai sayangkuh ,Aulia Rizky || Teken anak panahnya  ya ganteng😙|||||||||Kangen banget|Kangen||I love you 😘😘😘😘😘😘😘😘😘😘😘😘😘|Terahir deh, sayang aku mencintaimu sama seperti air laut, selalu ada pasang dan surut, namun rasanya Takan pernah berubah, selamat ulang tahun yang ke 19 ya sayangkuh, semoga apa yang di semogakan tersemogakan,pokonya yang terbaik buat sayang, aku sayang sama kamu, terakhir deh happy birthday my boyfriend ❤️❤️❤️, stay with me Handsome||.
1687860199449|Hai sayangkuhh||Scroll ke bawah ya ganteng😙||Sayang banget|Sayang|||||||||I love you sayangku gantengku 🥰❤️|||.
1687865026199||||||||||||||||||.
1687864779700|Hii Kike!|aku ada sesuatu nihh|scroll ke bawah yaa|kamu lagi sedih yaa? 🥺|Iyaa|Yes|Semangat yaaa|kamu harus semangat pokoknyaa!|yeayyy kamu semangattt|makasiii yaaa udah semangatt|Sekarang kamu masih sedih?|engga|engga|hmm, baguss dehh|Semangatt yaa, kamu pasti bisa kedepannya |Mungkin kamu sekarang lagi sedih atau terpuruk di bawah, aku tetep dukung kamu dan selalu support kok. I will always be here for you!|Okeyyy semangatt kike hehehe|.
1687864294680|Alo bub|||syang gak sama guah?🤭❤️|Engga||Yaelah ga sayang|Seberapa ga sayang ||Makasih sal|Makan jebab diatas atap, bolehh ngga aku minta pap🥺🥺|Bwoleh ||Tai kalo pap aja lu hapus ke tai😁 kaga ramah dikit tapi emang keatai maap bub🖕|Maap bub🖕 aku sayang kamu kok|| i love you pretty girl saly|.
1687865407006||||Kamu mau gk jadi selingkuhan ku|Mau||Yeey|Sebenarnya aku suka sama kamu 😍❤||Makasih ya udah mau jadi selingkuhan ku|Kamu bener mau gk|Mau banget||Makasih ya udah mau jadi selingkuhan ku||||.
1687865183849|Halo bububb ❤|Aku ada sesuatu nih! |Scroll kebawah ya|Sayang ga sama aku 🤭😍|Sayang|Engga|Aku juga sayang sama kamu 🤭|Seberapa sayang nih wkwk|Wuiihhhh 😍|Makasih udah sayang sma aku 😍❤❤|Btw sekarang kangen ga sama aku?|Kangen |Engga|Yeeyyy,  aku juga kangen sama kamu wkwk|I love You👑|Terakhir deh🤭,mencintaimu serupa dengan air laut, pasang surut selalu ada namun tak akan berubah rasa <3|Jangan lupa balas di whatsApp aku hihi|.
1687862004380|Heyyy kamu|Aku ada pesan nih buat kamu|Scroll kebawah yaa!!! |Kamu capek ya?? 🤔🤔|Capek|Engga|Capek ya? Kalo gitu semangat jalanin aktivitas sehari hari yaa!!! |Seberapa cape nihh? |Capek banget ya sehat selalu ya|Sementara kalo kamu capek istirahat dulu ya makan, minum yg banyak, 😴tidur😴 yaa|Sekarang kamu pusing ga? |Pusing|Engga|Jangan pusing ya kamu harus jaga kesehatan😄😄|Semangatttttt jangan pantang menyerah yaa!!! |Ini pesan terakhir buat kamuu!!! <br>Pokonya semangat menjalani hidup ya<br>Jaga kesehatan<br>Makan dan minum nya juga diatur ya<br>Jangan lupa olahraga<br>Udh ini aja paypayyyy😄😄👍||.
1687865581058|Hi DELLA |||Kamu sayang ga sama ibra??? |||Yeyyy aku juga sayang sama kmu|||||||||||.
1687865638881|Hi KAMU YANG LIAT INI|||Kamu sayang ga sama aku??? ||Ga|Yeyyy aku juga sayang sama kmu|||||Kangen dan pen ketemu tiap hari|Ga sama sekali||I Love You So Much❤|Jan tinggalin aku, aku gamau kehilangan kamu karna kamu baik aku gamau kehilangan orang baik malah kayak malaikat||.
1687865761043||||||||||||||||||.
1687866257240||||||||||||||||||.
1687866184933||||Aku sayang banget sama kamu kamu sayang gak sama aku 🥰||||||Aku sayang kamu||||||||.
1687865653811|Hay kamu|||Kamu sayang dan cinta gak sama aku? 😃|Sayang dan cinta|Engga|Aku juga saaaayang dan ciinnnta kamu|Seberapa nih? |Yeay🥰|Makasih ya udah sayang sama aku||||||Baca baik baik ya<br>Menyayangi mu adalah suatu kebahagiaan bagi ku, dimiliki oleh mu suatu kebanggan di hidupku, jadi aku minta kamu jangan pergi ya cantik, tetap buat aku bangga karena dicintai wanita semanis dan sehebat dirimu🤍|0895368510769|.
1687866351817|||||||||||Sekarang kamu mau gak jadi pacar aku🥰|Mau||Hem aku juga mau kok😄||||.
1687866248765|Hayu kamu|Aku sukaa kamu|Scrol lagi|Aku ingin waktu aja buat aku|Waktu |Engga|Aku tau kamu sibuk dan aku tidak peka |Tapi aku hanya butuh waktu dari kamu kok ga lebih 😁|Makasih ya Udah mampir|Makasih juga udah ngasih waktunya|Kamu sayang aku kan?? |Sayang|Engga|Aku juga sayang sm km|I love u 💥|||.
1687867296139|Hay zahir|Aku ada hadiah nih ❤|Scrool ke bawah ya ay|Sebenar nya aku suka sama kamu kalo kamu sayang sama aku|Sayang|Engga|Yeayy aku juga suka sama kamu|Seberapa persen kamu suka aku ay? |Yeayyyy 🥳|Makasi udah sayang aku y ayy|Sekarang kamu kangen ngak sama aku ay? |Kangen|Engga|Hm...aku juga kangen kamu ay|I Love you Ayy|Terahir deh kamu selama ini suka aku ngak kalau ngak gk pp tapi katanya janji bakalan jadi crush selama nya kok di inkarin janjinya ayy |Jangan lupa kasih aku 1 kata yang terindaj|.
1687867591384|Hayy cantiknya All||||||||||Kamu mau nggak fotbar lagi sama aku? ♥️🤭|Mau||Hmm.... Aku jg mau fotbar lagi sama kamu ♥️🤭||Terakhir dehh ♥️🤭 besok kan malam raya idul adha<br>Selamat hari raya bilangin ke keluarga mu 🎉🥳<br><br>Nnti jam 10 tidur yah cantikk !!<br>Good night 💞✨<br>Jan bgdng <br>Semoga mimpi indah ♥️🤭<br>||.
1687867666755||||||||||||||||||.
1687868302329||||Selamat ulang tahun ya😊|Ya|Tidak|semoga panjang umur|rendah rezeki,berbakti kepada org tua|intinya doa terbaik lah untuk mu☺|maaf ya belum bisa ngasih apa²🙂|semoga kamu baik² aja ya tanpa aku🥲|Ya|Tidak|hmm maaf ya kalau selama ini aku jahat sma kamu|maaf ya kalau aku selalu nyusahin kamu🙂|dan semoga ke depannya kamu menjadi pribadi yang lebih baik lagi🥳||.
1687868434810||||||||||||||||||.
1687868470875||||||||||||||||||.
1687868715532|halo shanaa, cantiknya papaa !|gimana kabarnya belakangan ini? pasti ngga semuanya berjalan dgn baik, ya? gapapa, wajar. apalagi sekarang udah difase dimana masalah sama tekanan ga se rumit kaya dlu kan ya. mau ga mau harus di gapapain. papa yakin shana kuat ngadepin masalah seberat apapun, buktinya sekarang udah ngerasain apa yg ga dirasain sm anak anak lain kan?|kedepannya shana bakal dihadepin sm masalah yang bikin kamu harus bersikap lebih dewasa. gapapa kalau kadang ngerasa ga kuat, boleh nangis, atau ngadu ke papa kaya biasa. tapi setelah itu janji harus lebih dewasa dari sebelumnya, yaa ! walaupun papa ga selamanya ada di waktu waktu sulitnya kamu, tapi shana tetep jadi princess nya papaa ! bocilnya papa the one and only kapanpun itu ! selamanya kita harus kaya gini yaa, kesayangannya papa ! ga nyangka bocil berbi ini bisa jadi rumah ternyaman. punya banyak sisi yang ga diduga, atau lebih dewasa dari yang seharusnyaa. even ngelebihin papa sendiri. ngga ada yang bisa nandingin se berharga apa kamu di mata papa.|oh ya, shana sayang sama papa ngga?|sayang dong|engga|papa juga sayang dongg.|harapan papa semoga ga ada masalah masalah lain yang bikin anak papa ini kepikiran teruss. makannya juga di jagaa. jangan kebanyakan makan mie, sama micin juga. banyakin makan makanan sehat. gapapa nikmatin waktu sekarang tapi minimal harus ada satu hal yang positif. buat masa depan juga. |love you more than world, hehe|makasihh ya cantikk|sekarang shana kangen sama papa ngga?|kangen|engga|makasihh yaaa. pesan papa, apapun langkah yang dipilih nanti, harus berani buat ngejalaninnya sampai selesai yaa. |semoga ketemu sama orang orang baikk yang bisa bikin anak papa bahagiaa. papa banyak kurangnyaa jadi shana harus ngisi kekurangan itu dari diri sendiri maupun di orang lain. diantara semua, makasih banyak yaa udah jadi pembeda. gaada diksi yang bisa ngewakilin sesayang apa papa sama kamu. |semoga kita dapat ketemu di waktu yang baik, ya. kita wujud in semua harapan harapan yang udah kita rancang sebelumnya.|bahagia selalu, cantiknya papaa ❤️❤️|.
1687869359370|Haii bocill🖤✨️|Ku mau ngomong nihhh😋|Scroll yaa|Kamu sayang ga sama aku?|Sayang|Engga|Yeayyyy! Aku juga sayang sama kamuu🖤🖤|Seberapa sayang nih?☹️|Yeayyy😋🖤|Makasii udah sayang sama akuu|Sekarang, kamu kangen ga sama aku?|Kangen|Engga|Hm.... aku juga kangen sama kamuu|Ilopyuuuuuu🖤🖤|Terakhirr deh🗿🖤  , makasihh yaa udah mau bertahan sampe se jauh inii🖤, yaa belum jauhh sihh baru 20 hariii. Semangat yaa bocilll♡, satu lagiiiii kamuu jangan sering makan miee yaaa gabaikk, janji?<br>Lopyuuu se asia bocilkuuu🖤🖤|Jangan lupaa balas pesan ke waa yaa🖤🖤|.
1687869860134||||||||||||||||||.
1687870098661||||||||||||||||||.
1687870392748||||||||||||||||||.
1687869429321|Hallo sayang✨|Acu mau ngomong nich😁|Scroll ya! 😖|Kamu sayang ngga sama acu? 😁❤️|Sayang|Ngga|Avv! Acu juga sayang kmu 😁❤️|Berapa persen nich? 😁|Kyaaaa ><|Makasiii udaa sayang sama acu|Sekarang ayang kangen acu Ndak? 😁❤️|Kangen|Ngga|Hue... Acu juga kangen banget :(|I love u sayang 😍❤️|Ikan hiu<br>Makan tomat, <br>I love you<br>So much 😍😘❤️|Jangan lupa di bales ya 😁|.
1687870712364||||||||||||||||||.
1687869423086|Hay Sayang akuu><||||||||||oh iya, denger² ada yang makin tua ya hari ni, tapi siapa ya🤔|siapa tuu|ngga ah|Itu kamu loo, sayangkuu🦋|Happy Birthday Nia kuu|semoga dengan semakin bertambahnya umur, kamu semakin menjadi perempuan yang sholehah, sayang sama bunda, sama keluarga dan juga jangan lupa sayang ama aku juga ya🥲, heheh. banyak hal sebenarnya yang mau aku ucapin dan doain buat kamu. tapi dari semua itu yang terpenting kamu tetap percaya sama dirimu sendiri kalau kamu bisa melakukan banyak hal. Kamu sosok perempuan yang hebat karena bisa mencintaiku yang penuh akan kekurangan ini.<br><br>Tetap semangat untuk meraih cita² katanya mau jadi dokter kan? semangat belajarnya supaya aku klo sakit besok kamu yang obatin kan🤗. semoga kamu dipanjangkan umurnya, selalu diberikan kesehatan yang baik(asalkan makannya ga telat terus aja) dan bisa mencapai segala impian yang telah kamu cita²kan<br>i love you sayangku😊💙|jangan lupa balas pesan ke WA aku ya😆|.
1687870949793||||||||||||||||||.
1687870946611|Hey kamu anak nyebelin|Ini paket yg tadi aku mau kasih|Scroll ke bawahnya|Tau ga? |Engga|Tauu|Kamu kemana ajaa|Aku kangen tau😤|Kalo gada kamu tuh sepi banget|Gada yang nyebelin, gada yang nyenyenye, gada yang kasih pap juga xixi|Aku pengen ketemuuu boleh ga? |Bolehh||Pengen pelukk, pengang tangann hehe|Soalnya kamu gemesinnn sih|Terakhir deh, semangat ya jalanin hari harinyaa, jan banyak begadanh, jan banyak mam pedess, kalo lagi sedih jan ditahan tahan okayy,jan ngerasa sendiri teruss kan ada aku atuh:(|🥰🥰🥰🥰|.
1687870847776|hyy hunnyyyy🥰🥰|i have something for you hihi|just scroll okayy|do you love me Hunny?? |yess|nope|hihi thank youu hunn, i love you too🥰|how much do you love me? |yeayyyy🥰|thanks for loving mee my pretty girl|do you miss me hunn?? |yess|nyeh😒|hihi i miss you tooo my beautiful girl🥰🥰|i love you so muchh🥰💖|last for me, keep spirit😆, don't be in a bad mood okay, you will lose your beauty if you are in a bad mood😠, always smile okayy😗😊, i love you more than my life hunny🥰|hihi i love you so muchh🥰✨✨|.
1687870676420|Hey kamu anak nyebelin|Ini paket yg tadi aku mau kasih|Scroll ke bawahnya|Tau ga? |Engga|Tauu|Kamu kemana ajaa|Aku kangen tau😤|Kalo gada kamu tuh sepi banget|Gada yang nyebelin, gada yang nyenyenye, gada yang kasih pap juga xixi|Aku pengen ketemuuu boleh ga? |Bolehh||Pengen pelukk, pengang tangann hehe|Soalnya kamu gemesinnn sih|Terakhir deh, semangat ya jalanin hari harinyaa, jan banyak begadanh, jan banyak mam pedess, kalo lagi sedih jan ditahan tahan okayy,jan ngerasa sendiri teruss kan ada aku atuh:(|🥰🥰🥰🥰|.
1687871583057||||||||||||||||||.
1687871510856|Hai sybg|Aku bisi utai pdh|Scroll ke bruh au 🥺|Nuan sayau ke aku kah🥺❤️|Sayau|Enda|Yeahh aku sayau ke nuan |Berapa penyayau ke nuan agai ku❤️❤️|Yeahh🌃|Terima kasih udh sayau ke aku|Diatu nuan keran ke aku enda|Keran|Enda|HM aku keran ke nuan ayg|I love you syng ✨|Last au ,,,ari ku leonard anang ningal ke aku au lbn ku ckup kern enggau syngg,,,aku enggai ngiga penganti ckup nuan aja dlm ati dlm hidup ku arp tua ulih betmu bekawin I love you honey emylya am redon,,anang ngila lki ba din||.
1687871801569|Hay sayangggkuuu|Kok kamu bikin aku bahagia si hari inii hihi🤭|Kalo boleh tanyaa coba kamu jujur ajh iyaa sayanggkuu hihi💗😻😻 |Seberapa kangen nya kamu terhadap akuu sayanggg? 🤭❤️|Kangen banget |Ga kangen |Yeayy maafin aku iyhh kalo suka bikin kamu emosii cuman gara gara akuuhihi|Seberapa perhatian nya kamu si terhadap akuu ayy💗💗||Makasih banyak iyaa lunaa sayanggkuu sudah perhatian sama aku💖😻|Sekarang jawab jujur iyaa sayangg, aku orangnya suka bikin kamu gimana |Nyaman |Selalu bikin masalah besarr|Hmm youdhh deh aku minta (maafin) akuu iyhh blomm bisa apa yang kamuu mauu😻💝💝|Makasih lunaasayanggkuu sudah menjawab semuanya I love you sayanggg❤️❤️❤️❤️❤️🧡🧡🧡🧡🧡💛💛💛💛💛💚💚💚💚💚💙💙💙💙💙💜💜💜💜💜🤎🤎🤎🤎🤎🖤🖤🖤🖤🖤🤍🤍🤍🤍🤍💘💘💘💘💘💝💝💝💝💝💖💖💖💖💖💗💗💗💗💗💓💓💓💓💓💞💞💞💞💞💕💕💕💕💕💌💌💌💌💌💟💟💟💟💟♥️♥️♥️♥️♥️|||.
1687872071378||||||||||||||| I love you sinta😘😊💝|||.
1687871853901|Hay cantik nya ikyy||||||||||Kamu mau nggak fotbar lagi sama aku♥️🤭|Mau||Hmm... Aku jga pengen fotbar lagi sama kamu ♥️🤭||Terakhir dehh ♥️🤭 besok kan hari raya idul adha 1444 hijriah<br><br>Nnti jam 10 tidur yhh<br>Jangan begadang<br>Good night cantiknya aku<br>♥️💞<br>Semoga mimpi indah ✨♥️|Jangan lupa kirim pap pake mukenah habis sholat raya ke wa yahh♥️🤭|.
1687872490771|Hay kmu |Aku mau ngomong sesuatu |Sebenernya |Aku suka kmu.kmu mau GK jadi pacar aku|Mau|Engga |🥰🥰🥰🥰|Makasih 😭🥰🥰|Yeeee|Kmu beneran mau kan|Kalok mau males pesan aku dengan kata syg ya🫥🫥|Mau|Engga|Hihi|I love you|Terimakasih ya udah jawap|Terimakasih ya|.
1687872746953||||||||||||||||||.
1687872618832|Hayy cantiknya ikyy ||||||||||Kamu mau nggak fotbar lagi sama aku? ♥️🤭|Mau||Hmm.... Aku jg mau fotbar lagi sama kamu ♥️🤭||Terakhir dehh ♥️🤭 besok kan hari raya idul adha<br>Selamat hari raya bilangin ke keluarga mu 🎉🥳<br><br>Nnti jam 10 tidur yah cantikk !!<br>Good night 💞✨<br>Jan bgdng <br>Semoga mimpi indah ♥️🤭<br>||.
1687873221642|||||||||||||h|||||.
1687873778953|Ayang!!|||||||||||||||||.
1687873846313|||||sayangggg|||tak terhingga, bahkan ak lbih syg sma kmu drpd smaa diri ak sndiri||iyaaa||kagen bagtt|||lv yu to|||.
1687872253063|Hai cantik ku||||||||||||||I love you💝...Dan yang terakhir aku mau bilang selamat ulang tahun sayang ku💝...Semua Yg baik²'untuk sayangku dan makin sayang sma aku y'h 🤭🤭|Hemmm Ehh iya hampir kelupaan HRI inikan 🤭🤭...Cieee yg hari ini ulang tahun🥳🥳...<br><br><br>Barakallah fii umrik/Happy birthday, Sayangku🥰_Semoga hari ini membawa banyak kebahagiaan dan keberuntungan untukmu. Aku berharap kita bisa merayakan bersama dan membuat kenangan indah bersama kedepanny🌹🌹.<br>Love you sayangku🥰*Susilawati*🥰||.
1687873690083|Hy ayank |Aku ada pertanyaan nih 🤭||Jangan pernah pergi ya ayank 🥰|Sayang |Engga|Kalo ayank pergi gak ada yang jagai aku loh |Selalu bersama yah ayank🥰😘|Yeay 😻|Maksih sudah selalu bersama ayak🥰|Sekarang kamu kangen gak sama aku 😊|Kangen |Engga|Hm..aku jugak kangen sama ayank 🥰|I love you |Ikan hiu<br>Makan tomat<br>I love you<br>So much🥰😻|Jangan lupa balas di wa yah ayank |.
1687874068818|Hai cinta|Aku ada kata kata buat kamu, SORRY KALO ALAY WKWKWK|Scrool kebawah yah|JANJI HARUS SELALU SEMANGAT JALANIN IDUP? |Janji||Semangat terus cinta mental kamu itu harus di utamain,sehat selalu ya❤|Buktiin ke orangkamu itu bakal sukses! |Kalo dunia ga baik sama kamu, kamu harus baik sama diri kamu sendiri oke? |If you need someone I'm here(inget oke!) |Janji kamu gabakal nyerah untuk hidup? Tolong lebih lama lagi kamu hidup❤|Janji||So blessed to have you, zildan|One more, jangan membandingkan pencapaian kamu dengan pencapaian orang lain ya!karna semua ada porsinya masing|Thanks for being the sweetest boyfie ❤PIS BE HAPPY YA! 😶‍🌫💋maaf ya kalo selama ini aku banyak kurangnya:( I'm sorry bb,ini juga lagi berusaha jadi yang terbaik buat kamu, TERIMAKASIH BANYAK UDAH KUAT SAMPE DETIK INI, AKU BANGGA SEKALI SAMA KAMU, KAMU HEBAT, KAMU KUAT❤|Kamu punya rumah okay? Tolong ketika ada masalah selalu bilang ke aku jangan sampe di pendem sendiri ya, I love u|.
1687874164936||||Kamu mirip banget sama babi|Iya loh|Iya banget|Yeayy!!|Seberapa mirip nih||Makasih ya udah mirip sama babi|Sekarang aku canti gak|Iya banget|Iya lah|Makasih ||Terakhir deh,kamu itu mirip babi 🐷<br>||.
1687874360228||||||||||||||||||.
1687874166368|oii qiesssssssssss !!!!!!|tgho down ke turr ?? mehh sini aq tnjuk somethingg 😉❤️|tekeyy sapa bwohh .. |happyy ko sedihhhh ?|happy |sedihhh |ehem goodgirl dont syedihh ii |bykk mnee mungg pendeyy msalah |um bykkk nyorrr bkpoo mung pendeyy 😔 .| um lonim bo laa pendeyy aq keii adoo tukk mungg cri jahh aq bilo perlu inshaallah aq bulehh tlong😉 |msti mungg tgohh down giloo keii |dk laaa |Yup|aq ado kto ii smgat forr youu ❤️|youuu prettyy girl 😍❤️ .|um mungg strongg girl aq thu mungg bolehh hdap smuaa ni ,, if klauu mungg perlukei someone aq adoo tukk dgrr msalahh mungg .. critoo jahh gpo pungg aq snggup dgrr aslkey mung tk down ginih .. aq xse tgokk saen hk aq syey nihh down , sedihh ,  badmood .. aq nk tgokk mungg hppyyy klau mung hppy aq pung hppyy klau mung sedihh aq un sedihhh ..  rememberr youu not alone ❤️. Ehehe wlaupun tk sberapaa tp aq nk wk mungg happyyy biarr laa tk happy mnoo un eheheheh stayystrongg girl aq adoo tuk support mungg 😉❤️||.
1687874742883|Hay sindi|Semangat ya ngejalani hari hari nya😅|Jangan lupa jaga kesehatan nya|Gimana kabar nya||Engga|Reno berharap hari ini adalah hari terbaik buat sindi|Oh iya reno mau bilang|Yehehhh 🫰|Makasih uda sayang apii|Reno dapek cht sekali kali tk masalah do|Mauu|Engga|Takuik nyo klau tous tous sindi bosan jugo ya |Semangat untuk hari ini|Terakhir jangan lupo sholat ya jaga kesehatan jgn lupa makan intinya sehat sehat terus ajalah|Makasih cantiku|.
